1979,0.03,0.17,0.27,0.34,0.5,0.57,0.49,0.49,0.41,0.38,0.23,0.23
1980,0.03,0.17,0.31,0.39,0.54,0.62,0.55,0.54,0.46,0.43,0.28,0.28
1981,0.02,0.18,0.35,0.49,0.65,0.82,0.85,0.81,0.74,0.67,0.49,0.49
1982,0.03,0.19,0.39,0.56,0.7,0.9,0.95,0.86,0.73,0.65,0.48,0.48
1983,0.02,0.18,0.38,0.55,0.7,0.88,0.91,0.84,0.72,0.65,0.49,0.49
1984,0.04,0.2,0.38,0.53,0.67,0.8,0.75,0.69,0.58,0.54,0.4,0.4
1985,0.05,0.23,0.42,0.58,0.71,0.83,0.76,0.69,0.58,0.54,0.4,0.4
1986,0.06,0.26,0.52,0.72,0.82,0.95,0.87,0.76,0.64,0.58,0.45,0.45
1987,0.06,0.27,0.56,0.82,0.91,1.06,0.98,0.83,0.72,0.66,0.52,0.52
1988,0.05,0.26,0.53,0.8,0.92,1.1,1.07,0.93,0.85,0.78,0.64,0.64
1989,0.04,0.24,0.46,0.66,0.79,0.89,0.79,0.7,0.62,0.58,0.45,0.45
1990,0.05,0.25,0.47,0.66,0.79,0.85,0.74,0.67,0.59,0.55,0.42,0.42
1991,0.09,0.3,0.57,0.81,0.88,0.94,0.83,0.75,0.67,0.62,0.49,0.49
1992,0.1,0.32,0.6,0.87,0.92,1.0,0.88,0.78,0.7,0.64,0.51,0.51
1993,0.14,0.31,0.56,0.81,0.89,1.03,1.01,0.9,0.85,0.77,0.64,0.64
1994,0.09,0.24,0.38,0.53,0.68,0.76,0.7,0.67,0.61,0.57,0.45,0.45
1995,0.06,0.19,0.32,0.42,0.57,0.62,0.55,0.55,0.49,0.46,0.36,0.36
1996,0.04,0.16,0.28,0.41,0.56,0.62,0.57,0.57,0.51,0.48,0.38,0.38
1997,0.03,0.14,0.27,0.42,0.58,0.66,0.64,0.65,0.59,0.54,0.44,0.44
1998,0.03,0.15,0.33,0.52,0.66,0.77,0.79,0.77,0.72,0.65,0.55,0.55
1999,0.04,0.17,0.39,0.64,0.73,0.84,0.87,0.83,0.77,0.69,0.59,0.59
2000,0.06,0.18,0.38,0.61,0.73,0.85,0.89,0.86,0.81,0.72,0.63,0.63
2001,0.07,0.19,0.38,0.57,0.68,0.83,0.92,0.92,0.88,0.79,0.7,0.7
2002,0.05,0.16,0.34,0.48,0.6,0.71,0.8,0.83,0.79,0.71,0.62,0.62
2003,0.04,0.15,0.33,0.49,0.57,0.67,0.73,0.77,0.73,0.66,0.58,0.58
2004,0.03,0.14,0.33,0.52,0.58,0.68,0.74,0.77,0.74,0.67,0.59,0.59
2005,0.03,0.13,0.29,0.48,0.55,0.65,0.7,0.73,0.71,0.64,0.56,0.56
2006,0.03,0.12,0.27,0.46,0.54,0.64,0.69,0.7,0.68,0.6,0.52,0.52
2007,0.03,0.11,0.23,0.39,0.49,0.61,0.68,0.69,0.67,0.59,0.52,0.52
2008,0.02,0.09,0.18,0.3,0.41,0.5,0.52,0.52,0.48,0.43,0.35,0.35
2009,0.03,0.1,0.19,0.31,0.41,0.49,0.5,0.48,0.43,0.38,0.3,0.3
2010,0.03,0.09,0.16,0.25,0.36,0.42,0.4,0.38,0.33,0.3,0.22,0.22
2011,0.03,0.09,0.16,0.24,0.33,0.38,0.35,0.33,0.28,0.25,0.17,0.17
2012,0.03,0.09,0.16,0.24,0.32,0.37,0.33,0.32,0.27,0.24,0.17,0.17
2013,0.04,0.1,0.17,0.25,0.33,0.38,0.34,0.33,0.29,0.26,0.18,0.18
2014,0.03,0.1,0.16,0.23,0.31,0.36,0.32,0.32,0.29,0.26,0.17,0.17
2015,0.03,0.1,0.15,0.22,0.29,0.34,0.3,0.3,0.26,0.23,0.14,0.14
2016,0.03,0.1,0.15,0.23,0.31,0.35,0.32,0.32,0.28,0.25,0.14,0.14
