1995,0.22,0.489,0.798,1.473,1.906,2.27,2.616,3.023,2.812,4.674,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,0.374,0.702,1.007,1.424,2.039,2.512,2.768,3.222,3.865,5.182,4.035,7.625,4.457,NA,NA,NA,NA,NA,NA
1997,0.325,0.539,0.881,1.465,1.98,2.437,2.913,3.626,4.245,4.357,6.064,6.22,NA,NA,NA,NA,NA,NA,NA
1998,0.289,0.627,0.935,1.508,2.144,2.483,3.016,3.348,4.183,4.012,3.797,6.416,NA,NA,NA,NA,NA,NA,NA
1999,0.323,0.588,1.049,1.617,2.121,2.513,2.957,3.663,4.696,5.173,5.566,6.232,7.656,NA,NA,NA,NA,NA,NA
2000,0.263,0.662,0.966,1.71,2.143,2.791,3.386,3.949,4.539,4.879,6.025,5.627,4.798,9.423,NA,11.281,NA,NA,NA
2001,0.381,0.632,0.906,1.362,2.017,2.538,3.236,3.932,4.428,5.062,6.561,7.209,5.46,7.625,NA,NA,NA,NA,NA
2002,0.41,0.627,0.906,1.561,2.095,2.705,3.244,3.825,4.45,4.766,5.131,5.902,5.699,6.095,NA,NA,8.401,NA,NA
2003,0.31,0.498,0.819,1.409,2.033,2.543,3.034,3.635,4.356,4.912,5.719,5.919,6.071,5.379,NA,6.898,NA,NA,NA
2004,0.335,0.557,0.868,1.538,2.123,2.731,3.329,4.176,5.02,5.457,6.342,6.263,6.555,6.812,NA,NA,NA,NA,NA
2005,0.28,0.528,0.847,1.775,2.17,2.597,3.137,3.894,4.706,5.682,6.429,7.795,6.693,7.726,8.263,8.43,NA,NA,NA
2006,0.273,0.567,1.116,1.536,2.269,2.823,3.293,4.099,4.706,5.586,6.627,7.15,7.189,6.755,7.624,7.857,7.515,NA,7.625
2007,0.38,0.585,1.119,1.683,2.084,2.788,3.525,4.234,4.939,5.904,6.355,6.785,7.572,7.976,8.014,9.207,12.447,6.423,NA
2008,0.376,0.623,1.052,1.657,2.343,2.87,3.436,4.237,5.485,6.29,6.567,8.442,7.855,10.29,9.064,7.309,8.655,NA,NA
2009,0.321,0.602,0.901,1.418,2.089,2.854,3.361,4.154,5.15,5.105,6.693,7.236,7.742,8.764,6.22,NA,7.625,6.646,NA
2010,0.215,0.602,0.868,1.283,2.031,2.597,3.253,3.889,4.507,5.67,7.232,5.938,8.611,7.192,6.22,9.23,NA,14.211,5.001
2011,0.272,0.608,0.928,1.457,1.922,2.404,2.993,3.84,4.306,4.883,5.625,6.382,8.095,7.869,NA,NA,NA,NA,NA
2012,0.303,0.637,0.995,1.642,2.082,2.454,2.962,3.633,4.526,5.058,5.914,5.695,NA,16.061,NA,NA,NA,NA,NA
2013,0.282,0.709,1.333,2.051,2.511,2.808,3.474,4.364,5.436,5.922,6.135,6.995,8.953,6.898,6.898,NA,NA,NA,NA
2014,0.297,0.587,0.95,1.773,2.271,2.737,3.162,3.905,4.575,5.371,6.292,6.263,7.935,8.974,NA,13.097,NA,NA,NA
2015,0.312,0.561,1.1,1.873,2.336,2.755,3.255,3.624,4.379,4.857,5.199,6.322,6.594,9.759,NA,NA,NA,NA,NA
